"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"288","abdulka01",1980,"Kareem Abdul-Jabbar",32,"LAL","C",15,618,198,346,0.572,0,0,NA,198,346,0.572,0.572,83,105,0.79,51,130,181,46,17,58,55,51,479,0,"",1
"289","ervinju01",1980,"Julius Erving",29,"PHI","SF",18,694,165,338,0.488,2,9,0.222,163,329,0.495,0.491,108,136,0.794,31,105,136,79,36,37,56,56,440,0,"",1
"290","willigu01",1980,"Gus Williams",26,"SEA","PG",15,564,146,284,0.514,1,5,0.2,145,279,0.52,0.516,62,86,0.721,30,30,60,84,34,7,47,38,355,0,"",1
"291","wilkeja01",1980,"Jamaal Wilkes",26,"LAL","SF",16,652,140,294,0.476,0,1,0,140,293,0.478,0.476,44,54,0.815,53,75,128,48,24,5,35,51,324,0,"",1
"292","dawkida01",1980,"Darryl Dawkins",23,"PHI","C",18,607,126,238,0.529,0,3,0,126,235,0.536,0.529,60,93,0.645,44,93,137,33,13,42,46,75,312,0,"",1
"293","johnsma02",1980,"Magic Johnson",20,"LAL","SG",16,658,103,199,0.518,2,8,0.25,101,191,0.529,0.523,85,106,0.802,52,116,168,151,49,6,65,47,293,5,"Finals MVP-1",1
"294","nixonno01",1980,"Norm Nixon",24,"LAL","PG",16,648,114,239,0.477,1,5,0.2,113,234,0.483,0.479,41,51,0.804,13,43,56,125,32,3,49,59,270,0,"",1
"295","johnsde01",1980,"Dennis Johnson",25,"SEA","SG",15,582,100,244,0.41,5,15,0.333,95,229,0.415,0.42,52,62,0.839,25,39,64,57,27,10,43,48,257,0,"",1
"296","hollili01",1980,"Lionel Hollins",26,"PHI","SG",18,618,97,233,0.416,0,10,0,97,223,0.435,0.416,54,68,0.794,17,54,71,113,27,3,46,49,248,0,"",1
"297","jonesbo01",1980,"Bobby Jones",28,"PHI","PF",18,470,90,172,0.523,0,1,0,90,171,0.526,0.523,53,62,0.855,29,57,86,31,21,32,23,56,233,0,"",1
"298","cheekma01",1980,"Maurice Cheeks",23,"PHI","PG",18,675,89,174,0.511,1,5,0.2,88,169,0.521,0.514,29,41,0.707,22,52,74,111,45,4,45,43,208,0,"",1
"299","birdla01",1980,"Larry Bird",23,"BOS","PF",9,372,83,177,0.469,4,15,0.267,79,162,0.488,0.48,22,25,0.88,22,79,101,42,14,8,33,30,192,0,"",1
"300","brownfr01",1980,"Fred Brown",31,"SEA","SG",15,313,80,182,0.44,10,34,0.294,70,148,0.473,0.467,18,21,0.857,16,22,38,32,2,1,23,23,188,0,"",1
"301","johnsjo01",1980,"John Johnson",32,"SEA","SF",15,486,78,158,0.494,0,1,0,78,157,0.497,0.494,30,37,0.811,44,58,102,85,8,3,56,45,186,0,"",1
"302","malonmo01",1980,"Moses Malone",24,"HOU","C",7,275,74,138,0.536,0,1,0,74,137,0.54,0.536,33,43,0.767,42,55,97,7,4,16,22,18,181,0,"",1
"303","sheltlo01",1980,"Lonnie Shelton",24,"SEA","PF",15,469,74,146,0.507,0,1,0,74,145,0.51,0.507,32,51,0.627,35,90,125,25,23,12,37,54,180,0,"",1
"304","sikmaja01",1980,"Jack Sikma",24,"SEA","C",15,534,65,163,0.399,0,2,0,65,161,0.404,0.399,46,54,0.852,30,96,126,55,17,5,35,55,176,0,"",1
"305","westppa01",1980,"Paul Westphal",29,"PHO","SG",8,253,69,142,0.486,1,12,0.083,68,130,0.523,0.489,28,32,0.875,2,8,10,31,11,3,13,20,167,0,"",1
"306","daviswa03",1980,"Walter Davis",25,"PHO","SF",8,245,69,137,0.504,0,3,0,69,134,0.515,0.504,28,38,0.737,9,14,23,35,4,1,20,20,166,0,"",1
"307","maxwece01",1980,"Cedric Maxwell",24,"BOS","SF",9,320,59,93,0.634,0,0,NA,59,93,0.634,0.634,46,61,0.754,31,59,90,19,5,10,22,25,164,0,"",1
"308","jonesca01",1980,"Caldwell Jones",29,"PHI","C",18,639,58,129,0.45,0,3,0,58,126,0.46,0.45,42,52,0.808,50,135,185,34,13,37,37,75,158,0,"",1
"309","coopemi01",1980,"Michael Cooper",23,"LAL","SG",16,464,57,140,0.407,0,2,0,57,138,0.413,0.407,31,36,0.861,28,31,59,58,24,11,29,54,145,0,"",1
"310","johnsma01",1980,"Marques Johnson",23,"MIL","SF",7,303,54,128,0.422,1,3,0.333,53,125,0.424,0.426,30,40,0.75,17,31,48,20,5,6,8,20,139,0,"",1
"311","bibbyhe01",1980,"Henry Bibby",30,"PHI","PG",18,400,45,124,0.363,5,13,0.385,40,111,0.36,0.383,40,50,0.8,15,29,44,52,7,0,27,35,135,0,"",1
"312","laniebo01",1980,"Bob Lanier",31,"MIL","C",7,256,52,101,0.515,0,0,NA,52,101,0.515,0.515,31,42,0.738,17,48,65,31,7,8,17,23,135,0,"",1
"313","murphca01",1980,"Calvin Murphy",31,"HOU","SG",7,265,58,108,0.537,2,4,0.5,56,104,0.538,0.546,13,13,1,4,6,10,26,11,0,16,29,131,0,"",1
"314","adamsal01",1980,"Alvan Adams",25,"PHO","C",8,251,56,99,0.566,0,0,NA,56,99,0.566,0.566,17,19,0.895,18,59,77,46,7,10,24,24,129,0,"",1
"315","architi01",1980,"Tiny Archibald",31,"BOS","PG",9,332,45,89,0.506,1,2,0.5,44,87,0.506,0.511,37,42,0.881,3,8,11,71,10,0,38,28,128,0,"",1
"316","reidro01",1980,"Robert Reid",24,"HOU","SF",7,266,52,102,0.51,0,1,0,52,101,0.515,0.51,22,26,0.846,14,41,55,26,6,7,19,28,126,0,"",1
"317","choneji01",1980,"Jim Chones",30,"LAL","C",16,439,48,118,0.407,0,0,NA,48,118,0.407,0.407,23,34,0.676,32,72,104,28,8,6,32,60,119,0,"",1
"318","mixst01",1980,"Steve Mix",32,"PHI","SF",17,200,44,96,0.458,0,0,NA,44,96,0.458,0.458,25,28,0.893,10,21,31,13,8,5,15,22,113,0,"",1
"319","wintebr01",1980,"Brian Winters",27,"MIL","SG",7,268,46,100,0.46,9,21,0.429,37,79,0.468,0.505,10,10,1,4,17,21,37,11,0,16,25,111,0,"",1
"320","cowenda01",1980,"Dave Cowens",31,"BOS","C",9,301,49,103,0.476,0,2,0,49,101,0.485,0.476,10,11,0.909,18,48,66,21,9,7,8,37,108,0,"",1
"321","bratzmi01",1980,"Mike Bratz",24,"PHO","PG",8,169,43,84,0.512,9,23,0.391,34,61,0.557,0.565,9,10,0.9,6,14,20,16,9,0,13,20,104,0,"",1
"322","gervige01",1980,"George Gervin",27,"SAS","SG",3,122,37,74,0.5,0,2,0,37,72,0.514,0.5,26,30,0.867,9,11,20,12,5,3,9,8,100,0,"",1
"323","johnsed02",1980,"Eddie Johnson",24,"ATL","SG",5,188,38,74,0.514,0,0,NA,38,74,0.514,0.514,21,28,0.75,3,15,18,21,8,2,11,12,97,0,"",1
"324","moncrsi01",1980,"Sidney Moncrief",22,"MIL","SG",7,182,30,51,0.588,0,0,NA,30,51,0.588,0.588,27,31,0.871,17,14,31,11,5,1,14,14,87,0,"",1
"325","roundda01",1980,"Dan Roundfield",26,"ATL","PF",5,174,32,69,0.464,0,1,0,32,68,0.471,0.464,22,35,0.629,25,33,58,11,4,8,11,22,86,0,"",1
"326","carrml01",1980,"M.L. Carr",29,"BOS","SF",9,172,32,80,0.4,2,5,0.4,30,75,0.4,0.413,16,24,0.667,14,19,33,11,6,1,7,20,82,0,"",1
"327","fordch01",1980,"Chris Ford",31,"BOS","SG",9,279,34,79,0.43,2,13,0.154,32,66,0.485,0.443,12,15,0.8,9,16,25,21,14,6,13,35,82,0,"",1
"328","batesbi01",1980,"Billy Ray Bates",23,"POR","SG",3,104,31,59,0.525,2,7,0.286,29,52,0.558,0.542,11,14,0.786,2,8,10,12,5,1,15,13,75,0,"",1
"329","drewjo01",1980,"John Drew",25,"ATL","SF",5,150,24,63,0.381,0,0,NA,24,63,0.381,0.381,25,35,0.714,10,20,30,4,7,0,12,21,73,0,"",1
"330","crissch01",1980,"Charlie Criss",31,"ATL","PG",5,152,29,59,0.492,1,3,0.333,28,56,0.5,0.5,11,12,0.917,0,5,5,22,6,0,11,12,70,0,"",1
"331","busedo01",1980,"Don Buse",29,"PHO","PG",8,236,28,64,0.438,5,13,0.385,23,51,0.451,0.477,7,11,0.636,8,13,21,44,6,0,13,15,68,0,"",1
"332","wedmasc01",1980,"Scott Wedman",27,"KCK","SF",3,116,29,64,0.453,2,3,0.667,27,61,0.443,0.469,8,11,0.727,6,15,21,9,1,3,2,9,68,0,"",1
"333","birdsot01",1980,"Otis Birdsong",24,"KCK","SG",3,112,30,62,0.484,0,3,0,30,59,0.508,0.484,6,14,0.429,11,12,23,7,4,0,6,5,66,0,"",1
"334","meyerda01",1980,"Dave Meyers",26,"MIL","PF",7,195,26,62,0.419,0,3,0,26,59,0.441,0.419,14,30,0.467,16,19,35,14,9,6,15,25,66,0,"",1
"335","haywosp01",1980,"Spencer Haywood",30,"LAL","PF",11,145,25,53,0.472,0,1,0,25,52,0.481,0.472,13,16,0.813,14,12,26,4,0,6,20,17,63,0,"",1
"336","tomjaru01",1980,"Rudy Tomjanovich",31,"HOU","PF",7,185,24,64,0.375,1,7,0.143,23,57,0.404,0.383,9,13,0.692,12,28,40,10,2,0,14,21,58,0,"",1
"337","brewero01",1980,"Ron Brewer",24,"POR","SG",3,106,26,61,0.426,0,3,0,26,58,0.448,0.426,5,9,0.556,1,2,3,6,3,1,7,10,57,0,"",1
"338","hendeto01",1980,"Tom Henderson",28,"HOU","PG",7,203,22,46,0.478,0,1,0,22,45,0.489,0.478,12,15,0.8,5,11,16,42,7,4,11,19,56,0,"",1
"339","baileja01",1980,"James Bailey",22,"SEA","PF",12,138,21,44,0.477,0,0,NA,21,44,0.477,0.477,13,20,0.65,8,17,25,5,9,9,9,22,55,0,"",1
"340","heardga01",1980,"Gar Heard",31,"PHO","PF",8,223,22,56,0.393,0,0,NA,22,56,0.393,0.393,11,15,0.733,19,32,51,12,9,11,8,23,55,0,"",1
"341","landsma01",1980,"Mark Landsberger",24,"LAL","C",16,195,25,69,0.362,0,1,0,25,68,0.368,0.362,5,6,0.833,25,44,69,2,3,2,10,35,55,0,"",1
"342","robeyri01",1980,"Rick Robey",24,"BOS","C",9,151,24,53,0.453,0,1,0,24,52,0.462,0.453,7,14,0.5,13,19,32,10,7,3,8,27,55,0,"",1
"343","cookje01",1980,"Jeff Cook",23,"PHO","PF",7,98,16,24,0.667,0,0,NA,16,24,0.667,0.667,22,26,0.846,5,16,21,7,4,2,5,10,54,0,"",1
"344","maravpe01",1980,"Pete Maravich",32,"BOS","SG",9,104,25,51,0.49,2,6,0.333,23,45,0.511,0.51,2,3,0.667,0,8,8,6,3,0,9,12,54,0,"",1
"345","walkewa01",1980,"Wally Walker",25,"SEA","SF",13,157,18,35,0.514,0,0,NA,18,35,0.514,0.514,18,24,0.75,15,14,29,7,1,3,5,20,54,0,"",1
"346","fordph01",1980,"Phil Ford",23,"KCK","PG",3,110,20,43,0.465,3,4,0.75,17,39,0.436,0.5,9,11,0.818,0,6,6,26,5,0,12,6,52,0,"",1
"347","hawesst01",1980,"Steve Hawes",29,"ATL","PF",5,149,18,41,0.439,0,0,NA,18,41,0.439,0.439,16,18,0.889,13,22,35,12,9,1,8,22,52,0,"",1
"348","bridgju01",1980,"Junior Bridgeman",26,"MIL","SF",5,124,20,56,0.357,0,1,0,20,55,0.364,0.357,11,15,0.733,4,15,19,17,5,2,14,17,51,0,"",1
"349","washiri01",1980,"Richard Washington",24,"MIL","PF",7,112,25,47,0.532,0,0,NA,25,47,0.532,0.532,1,4,0.25,7,13,20,3,4,8,8,22,51,0,"",1
"350","nattca01",1980,"Calvin Natt",23,"POR","SF",3,125,21,48,0.438,0,2,0,21,46,0.457,0.438,6,10,0.6,9,15,24,2,2,1,10,7,48,0,"",1
"351","kelleri01",1980,"Rich Kelley",26,"PHO","C",8,146,19,44,0.432,0,1,0,19,43,0.442,0.432,9,10,0.9,14,22,36,22,9,7,10,17,47,0,"",1
"352","bucknqu01",1980,"Quinn Buckner",25,"MIL","PG",7,165,18,53,0.34,0,1,0,18,52,0.346,0.34,7,11,0.636,6,10,16,31,15,0,13,20,43,0,"",1
"353","lagarto01",1980,"Tom LaGarde",24,"SEA","C",14,163,17,46,0.37,0,0,NA,17,46,0.37,0.37,9,11,0.818,13,27,40,12,2,0,7,25,43,0,"",1
"354","silasja01",1980,"James Silas",30,"SAS","PG",3,90,16,36,0.444,0,0,NA,16,36,0.444,0.444,11,11,1,1,6,7,9,6,1,5,8,43,0,"",1
"355","hendege01",1980,"Gerald Henderson",24,"BOS","PG",9,101,15,37,0.405,0,2,0,15,35,0.429,0.405,12,20,0.6,4,6,10,12,4,0,7,8,42,0,"",1
"356","rollitr01",1980,"Tree Rollins",24,"ATL","C",5,134,18,31,0.581,0,0,NA,18,31,0.581,0.581,6,10,0.6,18,20,38,3,2,14,6,25,42,0,"",1
"357","greveke01",1980,"Kevin Grevey",26,"WSB","SF",2,72,16,30,0.533,5,10,0.5,11,20,0.55,0.617,4,4,1,1,5,6,8,5,2,4,9,41,0,"",1
"358","hayesel01",1980,"Elvin Hayes",34,"WSB","PF",2,92,16,41,0.39,0,0,NA,16,41,0.39,0.39,8,10,0.8,10,12,22,6,0,4,4,8,40,0,"",1
"359","leaveal01",1980,"Allen Leavell",22,"HOU","PG",7,149,10,38,0.263,0,4,0,10,34,0.294,0.263,19,21,0.905,2,10,12,24,6,0,6,12,39,0,"",1
"360","restake01",1980,"Kevin Restani",28,"SAS","SF",3,74,17,28,0.607,0,1,0,17,27,0.63,0.607,4,9,0.444,8,8,16,3,0,1,2,8,38,0,"",1
"361","scottal01",1980,"Alvin Scott",24,"PHO","SF",8,140,17,33,0.515,0,2,0,17,31,0.548,0.515,4,8,0.5,8,14,22,10,4,5,7,8,38,0,"",1
"362","silaspa01",1980,"Paul Silas",36,"SEA","PF",15,257,13,43,0.302,0,0,NA,13,43,0.302,0.302,11,13,0.846,33,42,75,15,9,2,9,29,37,0,"",1
"363","hillar01",1980,"Armond Hill",26,"ATL","PG",5,109,12,30,0.4,0,1,0,12,29,0.414,0.4,11,12,0.917,2,4,6,15,4,1,11,14,35,0,"",1
"364","barryri01",1980,"Rick Barry",35,"HOU","SF",6,79,12,33,0.364,3,12,0.25,9,21,0.429,0.409,6,6,1,0,6,6,15,1,1,10,11,33,0,"",1
"365","owensto01",1980,"Tom Owens",30,"POR","C",3,83,14,26,0.538,0,0,NA,14,26,0.538,0.538,5,8,0.625,13,8,21,2,1,2,5,14,33,0,"",1
"366","robinbi01",1980,"Bill Robinzine",27,"KCK","PF",3,69,13,24,0.542,0,0,NA,13,24,0.542,0.542,7,10,0.7,7,11,18,0,3,0,6,6,33,0,"",1
"367","highjo01",1980,"Johnny High",22,"PHO","PG",8,120,12,31,0.387,0,2,0,12,29,0.414,0.387,8,16,0.5,10,15,25,20,6,2,7,20,32,0,"",1
"368","washike01",1980,"Kermit Washington",28,"POR","PF",3,121,13,26,0.5,0,1,0,13,25,0.52,0.5,5,8,0.625,12,19,31,6,1,4,4,9,31,0,"",1
"369","paultbi01",1980,"Billy Paultz",31,"HOU","C",7,128,13,40,0.325,0,0,NA,13,40,0.325,0.325,4,7,0.571,12,21,33,8,1,3,11,13,30,0,"",1
"370","olberma01",1980,"Mark Olberding",23,"SAS","SF",3,97,13,23,0.565,0,0,NA,13,23,0.565,0.565,3,4,0.75,5,17,22,11,2,1,3,14,29,0,"",1
"371","jonesma01",1980,"Major Jones",26,"HOU","PF",6,70,11,18,0.611,0,0,NA,11,18,0.611,0.611,6,9,0.667,8,14,22,4,0,2,4,8,28,0,"",1
"372","cummipa01",1980,"Pat Cummings",23,"MIL","C",6,57,11,17,0.647,0,0,NA,11,17,0.647,0.647,5,6,0.833,4,12,16,2,1,0,8,9,27,0,"",1
"373","willijo01",1980,"John Williamson",28,"WSB","SG",2,31,11,19,0.579,2,6,0.333,9,13,0.692,0.632,3,3,1,1,1,2,1,0,0,4,7,27,0,"",1
"374","kenonla01",1980,"Larry Kenon",27,"SAS","PF",3,81,10,34,0.294,0,0,NA,10,34,0.294,0.294,6,11,0.545,6,7,13,4,0,0,5,6,26,0,"",1
"375","kingre01",1980,"Reggie King",22,"KCK","PF",3,77,10,21,0.476,0,0,NA,10,21,0.476,0.476,5,9,0.556,7,18,25,4,1,0,2,10,25,0,"",1
"376","ballagr01",1980,"Greg Ballard",25,"WSB","SF",2,73,9,28,0.321,0,0,NA,9,28,0.321,0.321,4,7,0.571,2,12,14,7,1,1,8,8,22,0,"",1
"377","wrighla01",1980,"Larry Wright",25,"WSB","PG",2,33,9,17,0.529,0,1,0,9,16,0.563,0.529,4,5,0.8,1,1,2,6,3,0,3,6,22,0,"",1
"378","breweji01",1980,"Jim Brewer",28,"POR","PF",3,67,10,10,1,0,0,NA,10,10,1,1,1,3,0.333,6,10,16,3,5,2,1,6,21,0,"",1
"379","galemi01",1980,"Mike Gale",29,"SAS","PG",3,69,8,20,0.4,1,4,0.25,7,16,0.438,0.425,4,7,0.571,1,5,6,16,5,0,3,6,21,0,"",1
"380","shumajo01",1980,"John Shumate",27,"SAS","PF",3,78,9,20,0.45,0,0,NA,9,20,0.45,0.45,3,3,1,7,6,13,5,4,4,5,9,21,0,"",1
"381","griffpa01",1980,"Paul Griffin",26,"SAS","C",3,69,7,14,0.5,0,0,NA,7,14,0.5,0.5,6,6,1,3,12,15,6,0,1,7,9,20,0,"",1
"382","laceysa01",1980,"Sam Lacey",31,"KCK","C",3,101,8,21,0.381,1,1,1,7,20,0.35,0.405,3,4,0.75,6,16,22,13,7,2,8,11,20,0,"",1
"383","unselwe01",1980,"Wes Unseld",33,"WSB","C",2,87,7,14,0.5,0,1,0,7,13,0.538,0.5,4,6,0.667,7,21,28,7,0,3,3,5,18,0,"",1
"384","dunlemi01",1980,"Mike Dunleavy",25,"HOU","PG",6,45,6,12,0.5,0,2,0,6,10,0.6,0.5,5,6,0.833,2,3,5,13,5,0,6,11,17,0,"",1
"385","robintr01",1980,"Truck Robinson",28,"PHO","PF",3,64,6,16,0.375,0,0,NA,6,16,0.375,0.375,5,7,0.714,5,15,20,4,3,2,8,6,17,0,"",1
"386","bradlal01",1980,"Alonzo Bradley",26,"HOU","SF",4,15,6,9,0.667,1,1,1,5,8,0.625,0.722,3,5,0.6,1,2,3,1,1,0,0,2,16,0,"",1
"387","paxsoji02",1980,"Jim Paxson",22,"POR","SG",3,44,5,16,0.313,0,0,NA,5,16,0.313,0.313,6,6,1,0,4,4,3,2,1,2,2,16,0,"",1
"388","porteke01",1980,"Kevin Porter",29,"WSB","PG",2,49,7,16,0.438,0,1,0,7,15,0.467,0.438,2,5,0.4,2,0,2,9,3,0,4,7,16,0,"",1
"389","hollabr01",1980,"Brad Holland",23,"LAL","SG",9,32,5,10,0.5,0,0,NA,5,10,0.5,0.5,4,4,1,2,3,5,3,5,0,3,8,14,0,"",1
"390","grossbo01",1980,"Bob Gross",26,"POR","SF",3,51,3,9,0.333,0,0,NA,3,9,0.333,0.333,6,6,1,1,3,4,4,1,0,3,8,12,0,"",1
"391","mcelrji01",1980,"Jim McElroy",26,"ATL","PG",5,32,4,9,0.444,0,1,0,4,8,0.5,0.444,4,5,0.8,1,1,2,4,0,0,2,1,12,0,"",1
"392","evansmi01",1980,"Mike Evans",24,"SAS","SG",2,12,3,8,0.375,2,4,0.5,1,4,0.25,0.5,3,4,0.75,0,2,2,2,0,0,0,2,11,0,"",1
"393","grunfer01",1980,"Ernie Grunfeld",24,"KCK","SF",3,32,5,9,0.556,0,0,NA,5,9,0.556,0.556,1,3,0.333,1,0,1,0,1,0,0,3,11,0,"",1
"394","brownjo01",1980,"John Brown",28,"ATL","SF",5,58,4,13,0.308,0,1,0,4,12,0.333,0.308,2,2,1,2,8,10,1,1,1,5,9,10,0,"",1
"395","corzida01",1980,"Dave Corzine",23,"WSB","C",2,9,4,5,0.8,0,0,NA,4,5,0.8,0.8,2,2,1,2,1,3,0,0,0,3,2,10,0,"",1
"396","gerargu01",1980,"Gus Gerard",26,"KCK","SF",3,26,4,10,0.4,0,0,NA,4,10,0.4,0.4,2,4,0.5,4,4,8,2,0,0,4,2,10,0,"",1
"397","elmorle01",1980,"Len Elmore",27,"KCK","C",3,43,4,13,0.308,0,0,NA,4,13,0.308,0.308,1,2,0.5,6,5,11,1,3,1,4,4,9,0,"",1
"398","judkije01",1980,"Jeff Judkins",23,"BOS","SF",7,10,4,8,0.5,1,3,0.333,3,5,0.6,0.563,0,0,NA,3,1,4,0,1,0,0,0,9,0,"",1
"399","byrnema01",1980,"Marty Byrnes",23,"LAL","SF",4,8,1,3,0.333,0,0,NA,1,3,0.333,0.333,4,6,0.667,1,0,1,1,0,0,1,0,6,0,"",1
"400","catchha01",1980,"Harvey Catchings",28,"MIL","C",6,64,2,6,0.333,0,0,NA,2,6,0.333,0.333,2,4,0.5,5,16,21,2,0,8,2,13,6,0,"",1
"401","dunntr01",1980,"T.R. Dunn",24,"POR","SG",3,24,2,8,0.25,0,0,NA,2,8,0.25,0.25,2,2,1,1,3,4,4,1,0,1,3,6,0,"",1
"402","fernser01",1980,"Eric Fernsten",26,"BOS","PF",5,18,2,6,0.333,0,0,NA,2,6,0.333,0.333,2,3,0.667,3,2,5,0,0,3,2,1,6,0,"",1
"403","givenja01",1980,"Jack Givens",23,"ATL","SF",4,36,3,14,0.214,0,0,NA,3,14,0.214,0.214,0,0,NA,1,4,5,3,2,0,3,7,6,0,"",1
"404","behagro01",1980,"Ron Behagen",29,"WSB","PF",2,14,2,7,0.286,0,0,NA,2,7,0.286,0.286,0,0,NA,1,1,2,3,0,0,1,4,4,0,"",1
"405","mckinbi01",1980,"Billy McKinney",24,"KCK","PG",3,34,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,NA,2,1,3,8,0,0,3,2,4,0,"",1
"406","basseti01",1980,"Tim Bassett",28,"SAS","PF",3,19,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,0,1,0,0,0,1,7,2,0,"",1
"407","johnsvi01",1980,"Vinnie Johnson",23,"SEA","SG",5,12,1,3,0.333,0,0,NA,1,3,0.333,0.333,0,0,NA,0,2,2,2,1,0,0,1,2,0,"",1
"408","leebu01",1980,"Butch Lee",23,"LAL","PG",3,6,0,0,NA,0,0,NA,0,0,NA,NA,2,2,1,0,1,1,0,0,0,3,2,2,0,"",1
"409","richacl01",1980,"Clint Richardson",23,"PHI","SG",3,3,1,3,0.333,0,2,0,1,1,1,0.333,0,0,NA,0,0,0,0,1,0,1,0,2,0,"",1
"410","spanaji01",1980,"Jim Spanarkel",22,"PHI","SG",5,8,0,2,0,0,0,NA,0,2,0,0,2,2,1,0,1,1,1,0,0,0,1,2,0,"",1
"411","twardda01",1980,"Dave Twardzik",29,"POR","PG",2,20,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,0,NA,1,3,4,2,2,0,3,2,2,0,"",1
"412","pellosa01",1980,"Sam Pellom",28,"ATL","PF",4,18,0,3,0,0,0,NA,0,3,0,0,1,3,0.333,0,0,0,1,0,1,0,3,1,0,"",1
"413","cleamji01",1980,"Jim Cleamons",30,"WSB","PG",2,20,0,3,0,0,0,NA,0,3,0,0,0,0,NA,0,1,1,1,1,0,1,0,0,0,"",1
"414","peckwi01",1980,"Wiley Peck",22,"SAS","SF",2,9,0,3,0,0,0,NA,0,3,0,0,0,0,NA,0,3,3,0,0,1,0,1,0,0,"",1
"415","toonebe01",1980,"Bernard Toone",23,"PHI","PF",4,6,0,4,0,0,1,0,0,3,0,0,0,0,NA,0,1,1,1,0,0,0,1,0,0,"",1
"416","waltoll01",1980,"Lloyd Walton",26,"MIL","PG",1,4,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,1,0,1,1,0,0,0,"",1
