"","Year","Player","Age","Team","Pos","G","FG","FGA","FG.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","TRB","AST","PF","PTS","Awards","GS","MP","X3P","X3PA","X3P.","ORB","DRB","STL","BLK","TOV","X2PAdd","X3PAdd","FTAdd","PTSAdd","valueAdd"
"5890","1998-1999","Malik Rose (rosema01)",24,"SAS","PF",17,14,38,0.368,14,38,0.368,0.368,18,26,0.692,39,3,52,46,"",0,194,0,0,NA,17,22,7,4,10,-3.35518940045337,0,-0.974718020199058,-7.68509682110581,-43.5758782484432
"5891","1998-1999","Tim Hardaway (hardati01)",32,"MIA","PG",5,15,56,0.268,10,31,0.323,0.313,10,16,0.625,14,32,14,45,"",5,182,5,25,0.2,3,11,5,1,18,-4.1321281951067,-3.4278671261727,-1.67182647396865,-20.2196842427001,-41.90159983416
"5892","1998-1999","Tyrone Hill (hillty01)",30,"PHI","PF",8,19,39,0.487,19,39,0.487,0.487,7,19,0.368,59,0,33,45,"",1,196,0,0,NA,19,40,3,2,6,1.19751614163996,0,-6.86829393783777,-4.47326165455786,-40.8887532898009
"5893","1998-1999","Jason Kidd (kiddja01)",25,"PHO","PG",3,18,43,0.419,14,27,0.519,0.465,5,7,0.714,7,31,12,45,"",3,126,4,16,0.25,1,6,5,1,9,1.69304963651997,-1.39383496075053,-0.108424082361285,-0.90382969157292,10.8201260103535
"5894","1998-1999","Terry Porter (portete01)",35,"MIA","PG",5,15,32,0.469,12,20,0.6,0.516,12,15,0.8,19,15,8,45,"",0,139,3,12,0.25,3,16,3,0,8,2.87411084186664,-1.04537622056289,1.05766268065439,3.669755702699,-6.06764526396304
"5895","1998-1999","Ed Gray (grayed01)",23,"ATL","SG",8,15,41,0.366,11,30,0.367,0.415,10,11,0.909,9,4,11,44,"",0,71,4,11,0.364,2,7,6,1,2,-2.67883373720003,0.295738464484013,1.97461929914655,-2.49583278180147,15.936719312629
"5896","1998-1999","Greg Ostertag (ostergr01)",25,"UTA","C",11,13,35,0.371,13,35,0.371,0.371,18,28,0.643,65,6,27,44,"",11,261,0,0,NA,18,47,2,24,8,-2.98530602673337,0,-2.42169632944514,-8.39230838291188,-61.2543958215349
"5897","1998-1999","Tariq Abdul-Wahad (abdulta01)",24,"SAC","SG",5,15,33,0.455,15,32,0.469,0.455,13,16,0.813,19,4,8,43,"",5,99,0,1,0,6,13,4,4,3,0.406577346986632,-0.337114685046908,1.33617352603135,1.13798416486389,7.21114464452514
"5898","1998-1999","Chris Dudley (dudlech02)",33,"NYK","C",18,16,38,0.421,16,38,0.421,0.421,11,28,0.393,82,5,63,43,"",6,294,0,0,NA,27,55,9,8,9,-1.34118940045337,0,-9.42169632944514,-12.1040751303519,-81.1590951072501
"5899","1998-1999","George McCloud (mccloge01)",31,"PHO","SF",3,13,30,0.433,4,10,0.4,0.583,7,10,0.7,13,2,13,42,"",0,80,9,20,0.45,2,11,5,0,3,-0.562944579066677,2.25770629906184,-0.294891546230407,5.35233819282177,13.6640702499856
"5900","1998-1999","Adam Keefe (keefead01)",28,"UTA","PF",10,18,30,0.6,18,30,0.6,0.6,5,5,1,24,3,17,41,"",0,101,0,0,NA,7,17,4,3,8,4.31116626279997,0,1.3525542268848,9.97488675248473,8.63449356476468
"5901","1998-1999","Jon Barry (barryjo01)",29,"SAC","SG",5,12,34,0.353,7,15,0.467,0.426,11,12,0.917,10,9,9,40,"",0,112,5,19,0.263,3,7,6,1,9,0.160583131399984,-1.40817901589125,2.25013014452351,-1.65324064035027,-8.72998169738542
"5902","1998-1999","Robert Horry (horryro01)",28,"LAL","PF",8,12,26,0.462,7,14,0.5,0.558,11,14,0.786,36,11,29,40,"",0,177,5,12,0.417,10,26,6,6,7,0.611877589306652,0.958623779437105,0.791151835277431,4.89077835220205,-19.8789251464025
"5903","1998-1999","Sam Mitchell (mitchsa01)",35,"MIN","SF",4,15,40,0.375,14,34,0.412,0.388,9,12,0.75,14,6,13,40,"",1,131,1,6,0.167,5,9,1,2,8,-1.5060115688267,-1.02068811028145,0.246130144523512,-5.82795732397424,-27.1279715548444
"5904","1998-1999","Danny Manning (mannida01)",32,"PHO","PF",3,14,24,0.583,14,24,0.583,0.583,10,13,0.769,5,6,12,38,"",1,79,0,0,NA,0,5,4,0,3,3.04093301023997,0,0.513640989900472,6.59550701038042,12.0302968551003
"5905","1998-1999","Thurl Bailey (baileth01)",37,"UTA","PF",11,17,33,0.515,17,33,0.515,0.515,3,4,0.75,15,2,19,37,"",0,115,0,0,NA,5,10,3,6,8,1.93728288907997,0,0.0820433815078374,3.95660915966777,-11.8344840274897
"5906","1998-1999","Voshon Lenard (lenarvo01)",25,"MIA","SG",4,12,22,0.545,3,8,0.375,0.75,4,4,1,1,3,4,37,"",0,57,9,14,0.643,0,1,0,1,1,-0.650355663253342,4.28239440934329,1.08204338150784,12.628515283031,23.1429413853051
"5907","1998-1999","Lindsey Hunter (hunteli01)",28,"DET","PG",5,14,53,0.264,11,42,0.262,0.292,5,5,1,15,12,11,36,"",5,180,3,11,0.273,5,10,7,0,7,-8.16036723208004,-0.705261535515987,1.3525542268848,-17.0839648438233,-56.3675419488408
"5908","1998-1999","Jerome Kersey (kerseje01)",36,"SAS","SF",14,15,43,0.349,14,39,0.359,0.36,5,7,0.714,30,4,19,36,"",0,152,1,4,0.25,10,20,6,1,6,-3.79448385836004,-0.348458740187632,-0.108424082361285,-8.74276801964426,-35.6976858635387
"5909","1998-1999","Stacey Augmon (augmost01)",30,"POR","SF",13,10,28,0.357,10,27,0.37,0.357,15,18,0.833,33,5,15,35,"",0,176,0,1,0,10,23,8,3,3,-2.32995036348003,-0.337114685046908,1.86319521678527,-3.80804956531551,-36.8377943210138
"5910","1998-1999","Matt Harpring (harprma01)",22,"ORL","SF",4,12,26,0.462,11,21,0.524,0.481,8,11,0.727,20,7,9,33,"",0,82,1,5,0.2,7,13,1,0,5,1.42181638395998,-0.685573425234539,-0.0273807008534473,0.759531791362891,2.70106536436191
"5911","1998-1999","Brent Price (pricebr01)",30,"HOU","PG",4,11,24,0.458,6,10,0.6,0.563,6,6,1,8,14,5,33,"",0,98,5,14,0.357,3,5,4,1,6,1.43705542093332,0.278394409343289,1.62306507226176,5.33235914215827,4.22068796181266
"5912","1998-1999","Tom Gugliotta (guglito01)",29,"PHO","PF",3,13,35,0.371,13,35,0.371,0.371,6,8,0.75,25,10,10,32,"",3,118,0,0,NA,6,19,4,3,8,-2.98530602673337,0,0.164086763015675,-5.80652529045107,-17.6260418936152
"5913","1998-1999","Jerome Williams (willije01)",25,"DET","PF",5,12,27,0.444,12,27,0.444,0.444,7,9,0.778,32,4,7,31,"",5,123,0,0,NA,12,20,4,0,4,-0.331950363480028,0,0.436597608392634,-0.227303118567423,-16.4718360091055
"5914","1998-1999","Derek Harper (harpede01)",37,"LAL","PG",7,13,31,0.419,12,21,0.571,0.435,3,6,0.5,10,15,2,30,"",0,113,1,10,0.1,1,9,2,0,4,2.40881638395998,-2.37114685046908,-1.37693492773824,-3.67274271122553,-15.3093876737577
"5915","1998-1999","Joe Smith (smithjo02)",23,"MIN","C",4,11,37,0.297,11,37,0.297,0.297,8,11,0.727,26,5,15,30,"",4,120,0,0,NA,10,16,2,8,5,-5.89389494254671,0,-0.0273807008534473,-11.8151705859469,-26.4381095519963
"5916","1998-1999","Clarence Weatherspoon (weathcl01)",28,"MIA","SF",5,9,26,0.346,9,26,0.346,0.346,11,17,0.647,21,2,8,29,"",0,112,0,0,NA,4,17,7,1,3,-2.86765590557336,0,-1.40231562859169,-7.13762743973841,-23.3500428003548
"5917","1998-1999","Cuttino Mobley (moblecu01)",23,"HOU","PG",4,7,15,0.467,3,8,0.375,0.6,10,11,0.909,4,11,11,28,"",4,94,4,7,0.571,0,4,2,0,5,-0.650355663253342,1.63719720467164,1.97461929914655,5.5854995866548,-5.20819287855177
"5918","1998-1999","Antonio Daniels (daniean01)",23,"SAS","PG",15,9,21,0.429,5,15,0.333,0.524,5,6,0.833,10,16,7,27,"",0,106,4,6,0.667,1,9,4,0,10,-1.84941686860002,1.97931188971855,0.621065072261756,2.86016700421738,-10.5489425992405
"5919","1998-1999","Pat Garrity (garripa01)",22,"PHO","PF",3,9,17,0.529,6,14,0.429,0.618,6,6,1,9,1,9,27,"",0,52,3,3,1,6,3,1,1,3,-0.382122410693348,1.98865594485928,1.62306507226176,6.82478808545289,11.1184082857149
"5920","1998-1999","Horace Grant (grantho01)",33,"ORL","PF",4,11,30,0.367,11,30,0.367,0.367,5,8,0.625,28,5,12,27,"",4,128,0,0,NA,14,14,2,2,2,-2.67883373720003,0,-0.835913236984325,-6.19358071138439,-27.1116439383218
"5921","1998-1999","Anthony Peeler (peelean01)",29,"MIN","SG",4,11,35,0.314,6,22,0.273,0.386,0,0,NA,16,6,12,27,"",4,125,5,13,0.385,7,9,4,0,4,-4.03247807394669,0.622509094390198,0,-6.19742886472279,-31.2774633854864
"5922","1998-1999","Isaac Austin (austiis01)",29,"ORL","C",4,9,23,0.391,9,21,0.429,0.391,8,12,0.667,16,8,14,26,"",4,112,0,2,0,7,9,4,3,8,-0.573183616040022,-0.674229370093816,-0.749869855476487,-3.91892519783798,-22.7546436683555
"5923","1998-1999","Todd Fuller (fulleto02)",24,"UTA","C",10,10,26,0.385,10,26,0.385,0.385,6,10,0.6,28,0,21,26,"",0,105,0,0,NA,8,20,0,2,5,-1.85365590557336,0,-1.29489154623041,-5.00220335737713,-26.7073666659013
"5924","1998-1999","Roshown McLeod (mcleoro01)",23,"ATL","SF",6,11,21,0.524,11,21,0.524,0.524,4,4,1,3,1,3,26,"",0,49,0,0,NA,1,2,1,1,1,1.42181638395998,0,1.08204338150784,3.92567614942779,7.21654987397163
"5925","1998-1999","J.R. Reid (reidjr01)",30,"LAL","PF",8,10,28,0.357,10,28,0.357,0.357,6,8,0.75,42,3,33,26,"",8,178,0,0,NA,9,33,4,5,2,-2.7802448213867,0,0.164086763015675,-5.39640287975772,-49.9835888805797
"5926","1998-1999","Anthony Johnson (johnsan02)",24,"ATL","PG",9,8,29,0.276,7,27,0.259,0.293,7,10,0.7,9,10,9,24,"",0,111,1,2,0.5,3,6,1,1,5,-5.32695036348003,0.325770629906184,-0.294891546230407,-9.97148038347191,-32.594600314209
"5927","1998-1999","Steve Kerr (kerrst01)",33,"SAS","PG",11,8,30,0.267,5,17,0.294,0.317,5,6,0.833,9,8,5,24,"",0,97,3,13,0.231,3,6,2,0,4,-2.75900578441335,-1.3794909056098,0.621065072261756,-9.03541921339435,-25.3665936724556
"5928","1998-1999","Peja Stojaković (stojape01)",21,"SAC","SF",5,9,26,0.346,6,12,0.5,0.404,3,3,1,19,2,7,24,"",0,108,3,14,0.214,12,7,3,0,6,0.524466505119987,-1.72360559065671,0.811532536130878,-3.31035122559928,-26.8913028505349
"5929","1998-1999","Tim Thomas (thomati01)",21,"MIL","SF",3,8,18,0.444,8,16,0.5,0.444,7,12,0.583,12,1,11,23,"",3,60,0,2,0,4,8,1,1,5,0.699288673493316,-0.674229370093816,-1.75786985547649,-2.3819806187713,-7.90447548023971
"5930","1998-1999","Dean Garrett (garrede01)",32,"MIN","C",4,10,18,0.556,10,18,0.556,0.556,2,5,0.4,16,5,16,22,"",3,92,0,0,NA,9,7,2,3,2,1.79469975767998,0,-1.6474457731152,1.94195374224476,-9.49821222399602
"5931","1998-1999","Othella Harrington (harriot01)",25,"HOU","PF",4,9,14,0.643,9,14,0.643,0.643,4,6,0.667,14,1,2,22,"",0,42,0,0,NA,5,9,0,1,3,2.61387758930665,0,-0.374934927738244,4.85282025087506,9.4452201617429
"5932","1998-1999","Michael Curry (currymi01)",30,"MIL","SF",3,7,12,0.583,7,11,0.636,0.583,6,6,1,4,3,8,20,"",0,59,0,1,0,1,3,2,1,2,1.97676096302666,-0.337114685046908,1.62306507226176,4.56524294317434,-0.958373749403576
"5933","1998-1999","Dan Majerle (majerda01)",33,"MIA","SG",5,5,26,0.192,0,4,0,0.288,5,7,0.714,29,6,15,20,"",5,152,5,22,0.227,3,26,5,2,3,-1.82517783162667,-2.42252307103197,-0.108424082361285,-11.0263489587105,-52.1911507024754
"5934","1998-1999","Aaron McKie (mckieaa01)",26,"PHI","SG",6,7,23,0.304,7,22,0.318,0.304,6,7,0.857,15,11,17,20,"",0,97,0,1,0,4,11,4,0,1,-3.04247807394669,-0.337114685046908,0.892575917638715,-6.20372428539539,-17.0661593759473
"5935","1998-1999","Malik Sealy (sealyma01)",28,"MIN","SF",4,8,23,0.348,8,23,0.348,0.348,4,5,0.8,6,3,4,20,"",0,70,0,0,NA,2,4,1,1,2,-2.49077253185336,0,0.352554226884797,-4.62899083682192,-15.8807421245538
"5936","1998-1999","Bo Outlaw (outlabo01)",27,"ORL","PF",4,6,10,0.6,6,10,0.6,0.6,6,13,0.462,15,2,9,18,"",0,83,0,0,NA,3,12,1,8,6,1.43705542093332,0,-3.47735901009953,-0.603248168232883,-18.2069718669412
"5937","1998-1999","Rex Chapman (chapmre01)",31,"PHO","SG",3,6,21,0.286,4,15,0.267,0.333,3,4,0.75,6,6,9,17,"",3,57,2,6,0.333,2,4,1,0,4,-2.83941686860002,-0.0246881102814472,0.0820433815078374,-5.67085468653654,-12.3069370855952
"5938","1998-1999","Michael Dickerson (dickemi01)",23,"HOU","SG",4,6,22,0.273,3,14,0.214,0.341,2,4,0.5,4,3,8,17,"",4,82,3,8,0.375,2,2,2,3,2,-3.39212241069335,0.303082519624737,-0.917956618492163,-6.79295388100465,-25.7286142708715
"5939","1998-1999","Michael Doleac (doleami01)",21,"ORL","C",4,5,18,0.278,5,17,0.294,0.278,7,9,0.778,12,0,6,17,"",0,43,0,1,0,5,7,0,1,3,-2.75900578441335,-0.337114685046908,0.436597608392634,-6.09275801557479,-8.61032885677652
"5940","1998-1999","Armen Gilliam (gilliar01)",34,"MIL","PF",3,6,15,0.4,6,15,0.4,0.4,5,5,1,5,1,4,17,"",0,35,0,0,NA,0,5,2,1,1,-0.844416868600016,0,1.3525542268848,-0.336279510315234,2.29235775860905
"5941","1998-1999","Greg Foster (fostegr01)",30,"UTA","PF",8,8,19,0.421,8,19,0.421,0.421,0,0,NA,8,1,11,16,"",0,70,0,0,NA,1,7,1,0,3,-0.670594700226687,0,0,-1.34118940045337,-20.0271051475986
"5942","1998-1999","Randy Livingston (livinra01)",23,"PHO","PG",3,6,15,0.4,6,14,0.429,0.4,4,4,1,7,2,6,16,"",0,24,0,1,0,5,2,1,0,2,-0.382122410693348,-0.337114685046908,1.08204338150784,-0.693545495019583,7.63736777673787
"5943","1998-1999","Robert Traylor (traylro01)",21,"MIL","C",3,7,9,0.778,7,9,0.778,0.778,2,4,0.5,12,2,15,16,"",1,45,0,0,NA,6,6,2,4,4,2.89534987883999,0,-0.917956618492163,4.87274313918782,5.48944135672858
"5944","1998-1999","Scot Pollard (pollasc01)",23,"SAC","C",5,6,9,0.667,6,9,0.667,0.667,3,5,0.6,11,1,13,15,"",0,74,0,0,NA,5,6,4,6,2,1.89634987883999,0,-0.647445773115203,3.14525398456478,-9.31291314478056
"5945","1998-1999","Tyronn Lue (luety01)",21,"LAL","PG",3,7,17,0.412,7,15,0.467,0.412,0,0,NA,2,6,4,14,"",0,33,0,2,0,0,2,2,0,4,0.160583131399984,-0.674229370093816,0,-1.70152184748148,0.289352152753504
"5946","1998-1999","Jermaine O'Neal (onealje01)",20,"POR","PF",9,4,10,0.4,4,10,0.4,0.4,6,12,0.5,17,1,11,14,"",0,55,0,0,NA,8,9,0,3,2,-0.562944579066677,0,-2.75386985547649,-3.87975901360984,-10.1414848944015
"5947","1998-1999","Ervin Johnson (johnser02)",31,"MIL","C",3,6,13,0.462,6,13,0.462,0.462,1,2,0.5,18,1,9,13,"",2,92,0,0,NA,8,10,2,5,0,0.0741720472133198,0,-0.458978309246081,-0.310634214819442,-21.8768236716036
"5948","1998-1999","Will Perdue (perduwi01)",33,"SAS","C",12,6,11,0.545,6,11,0.545,0.545,1,2,0.5,28,0,19,13,"",0,86,0,0,NA,9,19,0,1,3,0.975760963026655,0,-0.458978309246081,1.49254361680723,-21.8388380165493
"5949","1998-1999","Haywoode Workman (workmha01)",33,"MIL","PG",3,4,11,0.364,4,8,0.5,0.364,5,6,0.833,3,7,7,13,"",0,53,0,3,0,1,2,3,0,7,0.349644336746658,-1.01134405514072,0.621065072261756,-1.7136784196671,-11.2047129747915
"5950","1998-1999","Lawrence Funderburke (fundela01)",28,"SAC","PF",3,5,12,0.417,5,12,0.417,0.417,0,0,NA,4,1,3,10,"",0,31,0,0,NA,2,2,3,0,3,-0.471533494880013,0,0,-0.943066989760026,-4.27888210950977
"5951","1998-1999","Dell Curry (curryde01)",34,"MIL","SG",3,2,15,0.133,1,7,0.143,0.167,4,4,1,4,1,5,9,"",0,49,1,8,0.125,0,4,3,0,0,-2.19306120534667,-1.69691748037526,1.08204338150784,-8.3948314703113,-20.1857555141771
"5952","1998-1999","Sean Rooks (rooksse01)",29,"LAL","C",7,2,6,0.333,2,6,0.333,0.333,5,6,0.833,2,3,13,9,"",0,48,0,0,NA,1,1,0,1,1,-0.739766747440006,0,0.621065072261756,-0.858468422618257,-13.0484475399949
"5953","1998-1999","Jud Buechler (buechju01)",30,"DET","SF",5,3,15,0.2,1,7,0.143,0.267,0,0,NA,13,3,6,8,"",0,84,2,8,0.25,4,9,3,1,3,-2.19306120534667,-0.696917480375263,0,-6.47687485181914,-33.6210460182547
"5954","1998-1999","Antoine Carr (carran01)",37,"HOU","PF",4,4,11,0.364,4,11,0.364,0.364,0,0,NA,7,4,19,8,"",0,37,0,0,NA,3,4,0,1,4,-1.01523903697335,0,0,-2.03047807394669,-9.03573576688398
"5955","1998-1999","Rasho Nesterović (nestera01)",22,"MIN","C",3,4,8,0.5,4,8,0.5,0.5,0,0,NA,7,3,4,8,"",0,29,0,0,NA,4,3,0,0,1,0.349644336746658,0,0,0.699288673493316,-0.855056162896721
"5956","1998-1999","Mark West (westma01)",38,"ATL","C",9,3,10,0.3,3,10,0.3,0.3,2,4,0.5,9,2,14,8,"",0,68,0,0,NA,3,6,2,1,6,-1.56294457906668,0,-0.917956618492163,-4.04384577662552,-28.7993750896491
"5957","1998-1999","Matt Bullard (bullama01)",31,"HOU","PF",2,2,2,1,1,1,1,1.25,2,2,1,0,1,0,7,"",0,8,1,1,1,0,0,0,0,0,0.543705542093332,0.662885314953092,0.541021690753919,3.61708871979986,7.51669868237848
"5958","1998-1999","Eric Montross (montrer01)",27,"DET","C",5,3,6,0.5,3,6,0.5,0.5,1,2,0.5,13,0,15,7,"",0,70,0,0,NA,3,10,0,2,0,0.262233252559994,0,-0.458978309246081,0.065488195873906,-23.7230553389822
"5959","1998-1999","Rick Brunson (brunsri01)",26,"NYK","PG",9,2,5,0.4,2,5,0.4,0.4,2,2,1,1,2,3,6,"",0,18,0,0,NA,1,0,0,0,4,-0.281472289533339,0,0.541021690753919,-0.0219228883127583,-4.13841001121983
"5960","1998-1999","Kelvin Cato (catoke01)",24,"POR","C",8,1,9,0.111,1,9,0.111,0.111,4,10,0.4,7,2,13,6,"",0,43,0,0,NA,6,1,1,1,2,-3.10765012116001,0,-3.29489154623041,-9.51019178855043,-20.1173033819765
"5961","1998-1999","Duane Causwell (causwdu01)",30,"MIA","C",4,1,2,0.5,1,2,0.5,0.5,4,6,0.667,2,1,2,6,"",0,20,0,0,NA,0,2,1,0,0,0.0874110841866645,0,-0.374934927738244,-0.200112759364915,-2.15487988063793
"5962","1998-1999","Jerome James (jamesje01)",23,"SAC","C",1,1,2,0.5,1,2,0.5,0.5,3,4,0.75,2,0,1,5,"",0,4,0,0,NA,1,1,0,0,1,0.0874110841866645,0,0.0820433815078374,0.256865549881166,3.17390751527974
"5963","1998-1999","Rick Mahorn (mahorri01)",40,"PHI","PF",5,2,6,0.333,2,6,0.333,0.333,1,2,0.5,8,1,6,5,"",0,29,0,0,NA,2,6,1,0,1,-0.739766747440006,0,-0.458978309246081,-1.93851180412609,-8.18543748329967
"5964","1998-1999","Chris Morris (morrich01)",33,"PHO","SF",1,2,2,1,1,1,1,1.25,0,2,0,1,0,1,5,"",0,10,1,1,1,0,1,0,0,0,0.543705542093332,0.662885314953092,-1.45897830924608,1.61708871979986,1.67154623911516
"5965","1998-1999","Tom Hammonds (hammoto01)",31,"MIN","PF",4,0,0,NA,0,0,NA,NA,4,4,1,2,0,4,4,"",0,18,0,0,NA,0,2,0,0,1,0,0,1.08204338150784,1.08204338150784,-4.63835437087577
"5966","1998-1999","Fred Hoiberg (hoibefr01)",26,"IND","SG",4,2,4,0.5,2,4,0.5,0.5,0,0,NA,3,2,1,4,"",0,20,0,0,NA,0,3,3,0,0,0.174822168373329,0,0,0.349644336746658,-0.53616053029619
"5967","1998-1999","Bobby Jackson (jacksbo01)",25,"MIN","PG",4,2,10,0.2,2,7,0.286,0.2,0,0,NA,4,2,3,4,"",0,27,0,3,0,1,3,0,0,1,-1.19206120534667,-1.01134405514072,0,-5.41815457611552,-12.8233640344745
"5968","1998-1999","Gerard King (kingge02)",26,"SAS","SF",8,2,4,0.5,2,4,0.5,0.5,0,0,NA,4,1,2,4,"",0,14,0,0,NA,0,4,0,1,1,0.174822168373329,0,0,0.349644336746658,-1.08962493512027
"5969","1998-1999","Luc Longley (longllu01)",30,"PHO","C",3,2,12,0.167,2,12,0.167,0.167,0,0,NA,9,1,2,4,"",2,51,0,0,NA,2,7,3,0,2,-3.47153349488001,0,0,-6.94306698976003,-24.5136174451077
"5970","1998-1999","Charles O'Bannon (obannch01)",23,"DET","SG",4,2,3,0.667,2,3,0.667,0.667,0,0,NA,1,1,0,4,"",0,9,0,0,NA,1,0,0,0,3,0.632116626279997,0,0,1.26423325255999,-0.360332515960432
"5971","1998-1999","Don Reid (reiddo01)",25,"DET","PF",4,2,3,0.667,2,3,0.667,0.667,0,0,NA,4,1,2,4,"",0,21,0,0,NA,2,2,0,0,0,0.632116626279997,0,0,1.26423325255999,-2.86418678068619
"5972","1998-1999","Mark Strickland (stricma01)",28,"MIA","PF",2,1,2,0.5,1,2,0.5,0.5,2,2,1,3,0,0,4,"",0,8,0,0,NA,1,2,1,0,1,0.0874110841866645,0,0.541021690753919,0.715843859127248,1.68257220405817
"5973","1998-1999","Derek Strong (stronde01)",30,"ORL","PF",1,1,2,0.5,1,2,0.5,0.5,2,2,1,0,0,2,4,"",0,16,0,0,NA,0,0,1,0,1,0.0874110841866645,0,0.541021690753919,0.715843859127248,-3.61598827927846
"5974","1998-1999","Loy Vaught (vaughlo01)",30,"DET","PF",2,2,4,0.5,2,4,0.5,0.5,0,0,NA,1,0,1,4,"",0,15,0,0,NA,0,1,1,0,0,0.174822168373329,0,0,0.349644336746658,-2.32880387887491
"5975","1998-1999","Travis Knight (knightr01)",24,"LAL","C",3,1,3,0.333,1,3,0.333,0.333,1,2,0.5,5,1,7,3,"",0,10,0,0,NA,0,5,0,0,3,-0.369883373720003,0,-0.458978309246081,-1.19874505668609,-3.6437265072586
"5976","1998-1999","James Robinson (robinja02)",28,"MIN","PG",4,1,4,0.25,0,1,0,0.375,0,0,NA,1,0,3,3,"",0,10,1,3,0.333,0,1,0,0,3,-0.456294457906668,-0.0123440551407236,0,-0.949621081235506,-5.50753898686495
"5977","1998-1999","Jacque Vaughn (vaughja01)",23,"UTA","PG",2,1,2,0.5,0,1,0,0.75,0,0,NA,0,2,2,3,"",0,6,1,1,1,0,0,0,0,0,-0.456294457906668,0.662885314953092,0,1.07606702904594,3.08268204070675
"5978","1998-1999","Gerald Brown (brownge02)",23,"PHO","SG",1,1,1,1,1,1,1,1,0,0,NA,0,0,0,2,"",0,1,0,0,NA,0,0,0,0,0,0.543705542093332,0,0,1.08741108418666,2.56667157553631
"5979","1998-1999","Austin Croshere (croshau01)",23,"IND","PF",1,0,1,0,0,1,0,0,2,2,1,1,0,0,2,"",0,1,0,0,NA,1,0,0,0,0,-0.456294457906668,0,0.541021690753919,-0.371567225059417,1.71663246878628
"5980","1998-1999","Bryce Drew (drewbr01)",24,"HOU","PG",1,1,1,1,1,1,1,1,0,2,0,3,2,1,2,"",0,4,0,0,NA,1,2,0,0,0,0.543705542093332,0,-1.45897830924608,-0.371567225059417,2.80917121803588
"5981","1998-1999","Harvey Grant (grantha01)",33,"PHI","PF",4,1,1,1,1,1,1,1,0,0,NA,4,0,1,2,"",0,29,0,0,NA,1,3,0,1,0,0.543705542093332,0,0,1.08741108418666,-10.010598444225
"5982","1998-1999","Michael Hawkins (hawkimi01)",26,"SAC","PG",2,0,1,0,0,0,NA,0,2,2,1,0,0,1,2,"",0,10,0,1,0,0,0,0,0,0,0,-0.337114685046908,0.541021690753919,-0.470322364386805,-3.67771745089037
"5983","1998-1999","Jerald Honeycutt (honeyje01)",24,"PHI","PF",6,1,5,0.2,1,2,0.5,0.2,0,0,NA,1,0,3,2,"",0,12,0,3,0,1,0,0,0,1,0.0874110841866645,-1.01134405514072,0,-2.85920999704884,-7.36993670667198
"5984","1998-1999","Joe Kleine (kleinjo01)",37,"PHO","C",1,1,2,0.5,1,2,0.5,0.5,0,0,NA,1,0,1,2,"",0,5,0,0,NA,0,1,1,1,0,0.0874110841866645,0,0,0.174822168373329,1.31270824175137
"5985","1998-1999","Dominique Wilkins (wilkido01)",39,"ORL","SF",1,1,2,0.5,1,2,0.5,0.5,0,0,NA,0,0,0,2,"",0,3,0,0,NA,0,0,0,0,0,0.0874110841866645,0,0,0.174822168373329,0.61260364242226
"5986","1998-1999","Herb Williams (willihe01)",40,"NYK","C",8,1,5,0.2,1,5,0.2,0.2,0,0,NA,3,0,3,2,"",0,16,0,0,NA,0,3,0,0,0,-1.28147228953334,0,0,-2.56294457906668,-8.10921890001579
"5987","1998-1999","Stanley Roberts (roberst01)",28,"HOU","C",3,0,6,0,0,6,0,0,1,2,0.5,3,0,5,1,"",0,20,0,0,NA,0,3,0,4,0,-2.73776674744001,0,-0.458978309246081,-5.93451180412609,-12.1279873496924
"5988","1998-1999","B.J. Armstrong (armstbj01)",31,"ORL","PG",2,0,1,0,0,1,0,0,0,0,NA,0,1,1,0,"",0,3,0,0,NA,0,0,0,0,1,-0.456294457906668,0,0,-0.912588915813335,-2.28007321829784
"5989","1998-1999","Keith Askins (askinke01)",31,"MIA","SF",4,0,4,0,0,1,0,0,0,0,NA,4,0,5,0,"",0,27,0,3,0,2,2,2,1,0,-0.456294457906668,-1.01134405514072,0,-3.94662108123551,-13.9144813790394
"5990","1998-1999","Chris Gatling (gatlich01)",31,"MIL","C",2,0,2,0,0,2,0,0,0,2,0,3,0,3,0,"",0,12,0,0,NA,1,2,1,0,2,-0.912588915813335,0,-1.45897830924608,-3.28415614087275,-9.27117763885816
"5991","1998-1999","Alan Henderson (hendeal01)",26,"ATL","SF",1,0,0,NA,0,0,NA,NA,0,0,NA,0,0,1,0,"",0,4,0,0,NA,0,0,0,0,0,0,0,0,0,-2.08295803460143
"5992","1998-1999","Nazr Mohammed (mohamna01)",21,"PHI","C",3,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,"",0,3,0,0,NA,0,0,0,0,0,0,0,0,0,-1.56221852595107
"5993","1998-1999","Andrae Patterson (pattean01)",23,"MIN","PF",2,0,0,NA,0,0,NA,NA,0,0,NA,4,2,1,0,"",0,7,0,0,NA,1,3,0,0,1,0,0,0,0,-0.990419285351818
"5994","1998-1999","Ruben Patterson (patteru01)",23,"LAL","SF",3,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,"",0,5,0,0,NA,0,0,0,0,1,-0.456294457906668,0,0,-0.912588915813335,-4.38707826738003
